batch_number,Type,Orientation,Location,KIND_OF_HM_SET_ID,TEMP_SET_DEGC,AV_TEMP_DEGC,VFB_INV_V
34252,PSS,WW,Brown,Left,20.0,20.032,-1.607
34252,PSS,WW,Brown,Right,20.0,20.009,-1.661
34331,2S,EE,Brown,Left,20.0,20.114,-2.185
34331,2S,EE,Brown,Right,20.0,20.095,-2.196
34331,2S,EE,Brown,Right,20.0,20.015,-2.186
34331,2S,WW,Brown,Right,20.0,20.062,-2.166
34331,2S,EE,Brown,Right,20.0,20.117,-2.196
34331,2S,WW,Brown,Right,20.0,20.055,-2.186
34331,2S,EE,Brown,Right,20.0,20.044,-2.231
34331,2S,WW,Brown,Right,20.0,20.08,-2.208
34331,2S,EE,Brown,Right,20.0,20.133,-2.196
34331,2S,WW,Brown,Right,20.0,20.063,-2.196
34331,2S,EE,Brown,Right,20.0,20.01,-2.211
34331,2S,WW,Brown,Right,20.0,20.051,-2.179
34331,2S,EE,Brown,Right,20.0,20.099,-2.193
34331,2S,WW,Brown,Right,20.0,20.034,-2.197
34331,2S,EE,Brown,Right,20.0,20.004,-2.183
34331,2S,WW,Brown,Right,20.0,20.027,-2.208
34331,2S,EE,Brown,Right,20.0,20.078,-2.221
34331,2S,WW,Brown,Right,20.0,20.019,-2.188
34331,2S,EE,Brown,Left,20.0,20.095,-2.186
34331,2S,WW,Brown,Right,20.0,20.002,-2.251
34331,2S,EE,Brown,Right,20.0,20.004,-2.257
34331,2S,WW,Brown,Right,20.0,20.002,-2.211
34331,2S,EE,Brown,Right,20.0,20.003,-2.085
34331,2S,WW,Brown,Right,20.0,20.002,-2.141
34331,2S,EE,Brown,Right,20.0,20.003,-2.111
34331,2S,WW,Brown,Right,20.0,20.002,-2.162
34331,2S,EE,Brown,Right,20.0,20.015,-2.084
34331,2S,WW,Brown,Right,20.0,20.08,-2.155
34331,2S,EE,Brown,Right,20.0,20.127,-2.093
34331,2S,WW,Brown,Right,20.0,20.063,-2.158
34331,2S,EE,Brown,Right,20.0,20.017,-2.134
34331,2S,WW,Brown,Right,20.0,20.071,-2.172
34331,2S,EE,Brown,Right,20.0,20.118,-2.147
34331,2S,WW,Brown,Right,20.0,20.052,-2.161
34331,2S,EE,Brown,Right,20.0,20.015,-2.149
34331,2S,WW,Brown,Left,20.0,20.073,-2.152
34331,2S,EE,Brown,Right,20.0,20.105,-2.204
34331,2S,WW,Brown,Right,20.0,20.046,-2.252
34340,PSS,EE,Brown,Right,20.0,20.007,-2.272
34340,PSS,WW,Brown,Right,20.0,20.01,-2.284
34340,PSS,EE,Brown,Right,20.0,20.045,-2.195
34340,PSS,WW,Brown,Right,20.0,20.004,-2.284
34340,PSS,EE,Brown,Right,20.0,20.004,-2.256
34340,PSS,WW,Brown,Right,20.0,20.004,-2.312
34340,PSS,EE,Brown,Right,20.0,20.023,-2.293
34340,PSS,WW,Brown,Right,20.0,20.002,-2.311
34340,PSS,EE,Brown,Right,20.0,20.004,-2.225
34340,PSS,WW,Brown,Right,20.0,20.008,-2.278
34340,PSS,EE,Brown,Left,20.0,20.084,-2.304
34340,PSS,WW,Brown,Right,20.0,20.005,-2.341
34340,PSS,EE,Brown,Right,20.0,20.003,-2.259
34340,PSS,WW,Brown,Right,20.0,20.006,-2.298
34340,PSS,EE,Brown,Right,20.0,20.052,-2.248
34340,PSS,WW,Brown,Right,20.0,20.009,-2.282
34340,PSS,EE,Brown,Right,20.0,20.003,-2.26
34340,PSS,WW,Brown,Right,20.0,20.01,-2.288
34340,PSS,EE,Brown,Right,20.0,20.048,-2.273
34340,PSS,WW,Brown,Right,20.0,20.006,-2.29
34340,PSS,EE,Brown,Right,20.0,20.001,-2.177
34340,PSS,WW,Brown,Right,20.0,20.007,-2.228
34340,PSS,EE,Brown,Right,20.0,20.075,-2.19
34340,PSS,WW,Brown,Left,20.0,20.04,-2.247
34340,PSS,EE,Brown,Right,20.0,20.003,-2.187
34340,PSS,WW,Brown,Right,20.0,20.006,-2.26
34340,PSS,EE,Brown,Right,20.0,20.053,-2.206
34340,PSS,WW,Brown,Right,20.0,20.005,-2.254
34340,PSS,EE,Brown,Right,20.0,20.002,-2.19
34340,PSS,WW,Brown,Right,20.0,20.01,-2.251
34340,PSS,EE,Brown,Right,20.0,20.067,-2.223
34340,PSS,WW,Brown,Right,20.0,20.017,-2.253
34340,PSS,EE,Brown,Right,20.0,20.005,-2.182
34254,PSS,EE,Brown,Right,20.0,20.004,-2.192
34254,PSS,WW,Brown,Right,20.0,20.01,-2.2
34254,PSS,EE,Brown,Right,20.0,20.064,-2.183
34254,PSS,WW,Brown,Right,20.0,20.009,-2.22
34254,PSS,EE,Brown,Right,20.0,20.006,-2.196
34254,PSS,WW,Brown,Left,20.0,20.047,-2.236
34254,PSS,EE,Brown,Right,20.0,20.072,-2.189
34254,PSS,WW,Brown,Right,20.0,20.016,-2.211
34254,PSS,EE,Brown,Right,20.0,20.009,-2.215
34254,PSS,WW,Brown,Right,20.0,20.034,-2.269
34254,PSS,EE,Brown,Right,20.0,20.083,-2.206
34254,PSS,WW,Brown,Right,20.0,20.018,-2.226
34254,PSS,EE,Brown,Right,20.0,20.002,-2.216
34254,PSS,WW,Brown,Right,20.0,20.002,-2.261
34254,PSS,EE,Brown,Right,20.0,20.009,-2.212
34254,PSS,WW,Brown,Right,20.0,20.004,-2.259
34254,PSS,EE,Brown,Right,20.0,20.004,-2.226
34254,PSS,WW,Brown,Right,20.0,20.004,-2.255
34254,PSS,WW,Brown,Right,20.0,20.003,-2.268
34254,PSS,EE,Brown,Right,20.0,20.002,-2.268
34254,PSS,WW,Brown,Right,20.0,20.004,-2.266
34254,PSS,EE,Brown,Right,20.0,20.023,-2.279
34254,PSS,WW,Brown,Right,20.0,19.973,-2.262
34254,PSS,EE,Brown,Right,20.0,20.002,-2.275
34254,PSS,WW,Brown,Right,20.0,20.002,-2.278
34254,PSS,EE,Brown,Right,20.0,20.014,-2.267
34254,PSS,WW,Brown,Right,20.0,20.003,-2.278
34254,PSS,EE,Brown,Right,20.0,20.002,-2.266
34254,PSS,WW,Brown,Left,20.0,20.012,-2.273
34254,PSS,EE,Brown,Right,20.0,20.019,-2.259
34254,PSS,WW,Brown,Right,20.0,20.002,-2.265
34254,PSS,EE,Brown,Right,20.0,20.003,-2.277
34254,PSS,WW,Brown,Right,20.0,20.002,-2.246
34254,PSS,EE,Brown,Right,20.0,20.01,-2.102
34254,PSS,WW,Brown,Right,20.0,20.002,-2.083
34254,PSS,EE,Brown,Right,20.0,20.003,-2.067
34254,PSS,WW,Brown,Right,20.0,20.004,-2.066
34254,PSS,EE,Brown,Right,20.0,20.027,-2.068
34254,PSS,WW,Brown,Right,20.0,20.002,-2.101
34254,PSS,EE,Brown,Right,20.0,20.003,-2.081
34254,PSS,WW,Brown,Right,20.0,20.003,-2.153
34254,PSS,EE,Brown,Right,20.0,20.014,-2.102
34254,PSS,WW,Brown,Right,20.0,20.003,-2.165
34254,PSS,EE,Brown,Right,20.0,20.006,-2.106
34254,PSS,WW,Brown,Right,20.0,20.033,-2.155
34254,PSS,EE,Brown,Right,20.0,20.086,-2.079
34254,PSS,WW,Brown,Right,20.0,20.024,-2.12
34254,PSS,EE,Brown,Right,20.0,20.002,-2.161
34254,PSS,WW,Brown,Right,20.0,20.003,-2.191
34254,PSS,EE,Brown,Right,20.0,20.013,-2.153
34254,PSS,WW,Brown,Right,20.0,20.001,-2.188
34254,PSS,EE,Brown,Right,20.0,20.003,-2.155
34254,PSS,WW,Brown,Left,20.0,20.083,-2.164
34254,PSS,EE,Brown,Right,20.0,20.016,-2.148
34254,PSS,WW,Brown,Right,20.0,20.002,-2.173
34340,PSS,WW,Brown,Right,20.0,20.021,-2.254
34340,PSS,EE,Brown,Right,20.0,20.068,-2.177
34340,PSS,WW,Brown,Right,20.0,20.008,-2.226
34340,PSS,EE,Brown,Right,20.0,20.003,-2.222
34340,PSS,WW,Brown,Right,20.0,20.02,-2.269
34340,PSS,EE,Brown,Right,20.0,20.081,-2.217
34340,PSS,WW,Brown,Right,20.0,20.017,-2.283
34353,2S,EE,Brown,Right,20.0,20.007,-2.126
34353,2S,WW,Brown,Right,20.0,20.041,-2.154
34353,2S,EE,Brown,Right,20.0,20.088,-2.262
34353,2S,WW,Brown,Right,20.0,20.034,-2.213
34353,2S,EE,Brown,Right,20.0,20.012,-2.29
34353,2S,WW,Brown,Right,20.0,20.047,-2.261
34353,2S,EE,Brown,Right,20.0,20.101,-2.297
34353,2S,WW,Brown,Right,20.0,20.051,-2.21
34353,2S,EE,Brown,Right,20.0,20.025,-2.365
34353,2S,WW,Brown,Right,20.0,20.055,-2.298
34353,2S,EE,Brown,Right,20.0,20.098,-2.376
34353,2S,WW,Brown,Right,20.0,20.035,-2.319
34353,2S,EE,Brown,Right,20.0,20.065,-2.185
34353,2S,WW,Brown,Right,20.0,20.038,-2.159
34353,2S,EE,Brown,Right,20.0,20.091,-2.163
34353,2S,WW,Brown,Right,20.0,20.043,-2.143
34353,2S,EE,Brown,Right,20.0,20.015,-2.173
34353,2S,WW,Brown,Right,20.0,20.042,-2.176
34353,2S,EE,Brown,Right,20.0,20.084,-2.181
34353,2S,WW,Brown,Right,20.0,20.027,-2.185
34353,2S,EE,Brown,Right,20.0,20.004,-2.114
34353,2S,WW,Brown,Right,20.0,20.003,-2.15
34353,2S,EE,Brown,Right,20.0,20.009,-2.128
34353,2S,WW,Brown,Right,20.0,20.002,-2.16
34353,2S,EE,Brown,Left,20.0,20.01,-2.211
34353,2S,WW,Brown,Right,20.0,20.003,-2.255
34353,2S,EE,Brown,Right,20.0,20.015,-2.205
34353,2S,WW,Brown,Left,20.0,20.074,-2.249
34353,2S,EE,Brown,Right,20.0,20.002,-2.227
34353,2S,WW,Brown,Right,20.0,20.001,-2.203
34353,2S,EE,Brown,Right,20.0,20.009,-2.197
34353,2S,WW,Brown,Left,20.0,20.007,-2.179
34359,2S,EE,Brown,Left,20.0,20.009,-2.117
34359,2S,WW,Brown,Right,20.0,20.004,-2.108
34359,2S,EE,Brown,Left,20.0,20.057,-2.118
34359,2S,WW,Brown,Right,20.0,20.002,-2.154
34359,2S,EE,Brown,Left,20.0,20.02,-2.11
34359,2S,WW,Brown,Right,20.0,20.001,-2.101
34359,2S,EE,Brown,Right,20.0,20.006,-2.116
34359,2S,WW,Brown,Right,20.0,20.001,-2.137
34359,2S,EE,Brown,Right,20.0,20.003,-2.146
34359,2S,WW,Brown,Left,20.0,20.018,-2.111
34359,2S,EE,Brown,Right,20.0,20.006,-2.149
34359,2S,WW,Brown,Right,20.0,20.002,-2.149
34359,2S,EE,Brown,Right,20.0,20.002,-2.156
34359,2S,WW,Brown,Right,20.0,20.003,-2.166
34359,2S,EE,Brown,Right,20.0,20.006,-2.155
34359,2S,WW,Brown,Right,20.0,20.002,-2.175
34359,2S,EE,Brown,Right,20.0,20.002,-2.167
34359,2S,WW,Brown,Right,20.0,20.004,-2.182
34359,2S,EE,Brown,Right,20.0,20.009,-2.162
34359,2S,WW,Brown,Right,20.0,20.003,-2.165
34359,2S,EE,Brown,Left,20.0,20.004,-1.965
34359,2S,WW,Brown,Right,20.0,20.003,-1.961
34359,2S,EE,Brown,Left,20.0,20.011,-1.954
34359,2S,WW,Brown,Left,20.0,20.014,-1.95
34359,2S,EE,Brown,Left,20.0,20.003,-2.032
34359,2S,WW,Brown,Right,20.0,20.005,-2.039
34359,2S,EE,Brown,Left,20.0,20.009,-2.067
34359,2S,WW,Brown,Left,20.0,20.006,-2.051
34341,PSS,EE,Brown,Right,20.0,20.065,-2.573
34341,PSS,WW,Brown,Right,20.0,20.018,-2.413
34341,PSS,EE,Brown,Right,20.0,20.002,-2.574
34341,PSS,WW,Brown,Right,20.0,20.006,-2.432
34341,PSS,EE,Brown,Right,20.0,20.023,-2.562
34341,PSS,WW,Brown,Right,20.0,20.054,-2.457
34341,PSS,EE,Brown,Right,20.0,20.102,-2.596
34341,PSS,WW,Brown,Right,20.0,20.042,-2.456
34341,PSS,EE,Brown,Right,20.0,20.013,-2.558
34341,PSS,WW,Brown,Right,20.0,20.049,-2.425
34341,PSS,EE,Brown,Right,20.0,20.099,-2.539
34341,PSS,WW,Brown,Right,20.0,20.044,-2.395
34341,PSS,EE,Brown,Right,20.0,20.016,-2.563
34341,PSS,WW,Brown,Right,20.0,20.047,-2.405
34341,PSS,EE,Brown,Right,20.0,20.093,-2.557
34341,PSS,WW,Brown,Right,20.0,20.034,-2.395
34341,PSS,EE,Brown,Right,20.0,20.006,-2.597
34341,PSS,WW,Brown,Right,20.0,20.028,-2.473
34341,PSS,EE,Brown,Right,20.0,20.077,-2.587
34341,PSS,WW,Brown,Right,20.0,20.022,-2.464
34341,PSS,EE,Brown,Right,20.0,20.021,-2.596
34341,PSS,WW,Brown,Left,20.0,20.108,-2.577
34341,PSS,EE,Brown,Right,20.0,20.106,-2.663
34341,PSS,WW,Brown,Right,20.0,20.058,-2.521
34341,PSS,EE,Brown,Right,20.0,20.005,-2.611
34341,PSS,WW,Brown,Right,20.0,20.029,-2.47
34341,PSS,EE,Brown,Right,20.0,20.083,-2.453
34341,PSS,WW,Brown,Right,20.0,20.034,-2.357
34341,PSS,EE,Brown,Right,20.0,20.006,-2.398
34341,PSS,WW,Brown,Right,20.0,20.016,-2.359
34341,PSS,EE,Brown,Right,20.0,20.066,-2.377
34341,PSS,WW,Brown,Right,20.0,20.011,-2.358
34341,PSS,EE,Brown,Right,20.0,20.016,-2.417
34341,PSS,WW,Brown,Right,20.0,20.048,-2.374
34341,PSS,EE,Brown,Right,20.0,20.089,-2.414
34341,PSS,WW,Brown,Right,20.0,20.029,-2.365
34341,PSS,EE,Brown,Right,20.0,20.041,-2.397
34341,PSS,WW,Brown,Right,20.0,20.057,-2.332
34341,PSS,EE,Brown,Right,20.0,20.103,-2.443
34341,PSS,WW,Brown,Right,20.0,20.045,-2.372
34343,PSS,EE,Brown,Right,20.0,20.006,-2.283
34343,PSS,WW,Brown,Right,20.0,20.015,-2.293
34343,PSS,EE,Brown,Right,20.0,20.068,-2.257
34343,PSS,WW,Brown,Right,20.0,20.015,-2.262
34343,PSS,EE,Brown,Right,20.0,20.059,-2.232
34343,PSS,WW,Brown,Right,20.0,20.012,-2.261
34343,PSS,EE,Brown,Right,20.0,20.004,-2.259
34343,PSS,WW,Brown,Right,20.0,20.012,-2.275
34343,PSS,EE,Brown,Right,20.0,20.002,-2.21
34343,PSS,WW,Brown,Right,20.0,20.004,-2.281
34343,PSS,EE,Brown,Right,20.0,20.054,-2.221
34343,PSS,WW,Brown,Right,20.0,20.035,-2.279
34343,PSS,EE,Brown,Right,20.0,20.004,-2.252
34343,PSS,WW,Brown,Right,20.0,20.013,-2.314
34343,PSS,EE,Brown,Right,20.0,20.057,-2.351
34343,PSS,WW,Brown,Right,20.0,20.008,-2.372
34343,PSS,EE,Brown,Right,20.0,20.036,-2.29
34343,PSS,WW,Brown,Left,20.0,20.066,-2.319
34343,PSS,EE,Brown,Right,20.0,20.119,-2.289
34343,PSS,WW,Brown,Right,20.0,20.063,-2.329
34343,PSS,EE,Brown,Right,20.0,20.012,-2.108
34343,PSS,WW,Brown,Left,20.0,20.05,-2.138
34343,PSS,EE,Brown,Right,20.0,20.069,-2.131
34343,PSS,WW,Brown,Right,20.0,20.016,-2.165
34343,PSS,EE,Brown,Right,20.0,20.031,-2.153
34343,PSS,WW,Brown,Right,20.0,20.076,-2.182
34343,PSS,EE,Brown,Right,20.0,20.128,-2.16
34343,PSS,WW,Brown,Right,20.0,20.071,-2.244
34343,PSS,EE,Brown,Right,20.0,20.009,-2.126
34343,PSS,WW,Brown,Right,20.0,20.023,-2.203
34343,PSS,EE,Brown,Right,20.0,20.077,-2.079
34343,PSS,WW,Brown,Right,20.0,20.029,-2.168
34343,PSS,EE,Brown,Right,20.0,20.05,-2.175
34343,PSS,WW,Brown,Right,20.0,20.103,-2.27
34343,PSS,EE,Brown,Right,20.0,20.15,-2.196
34343,PSS,WW,Brown,Right,20.0,20.087,-2.289
34343,PSS,EE,Brown,Right,20.0,20.01,-2.167
34343,PSS,WW,Brown,Right,20.0,20.033,-2.223
34343,PSS,EE,Brown,Right,20.0,20.071,-2.215
34343,PSS,WW,Brown,Right,20.0,20.012,-2.279
35722,2S,EE,Brown,Right,20.0,20.004,-1.963
35722,2S,WW,Brown,Right,20.0,20.006,-2.079
35722,2S,EE,Brown,Right,20.0,20.04,-1.949
35722,2S,WW,Brown,Right,20.0,20.007,-2.012
35722,2S,EE,Brown,Right,20.0,20.003,-1.883
35722,2S,WW,Brown,Right,20.0,20.005,-1.961
35722,2S,EE,Brown,Right,20.0,20.041,-1.862
35722,2S,WW,Brown,Right,20.0,20.003,-1.899
35952,2S,EE,Brown,Right,20.0,20.008,-2.326
35952,2S,WW,Brown,Right,20.0,20.023,-2.325
35717,2S,EE,Brown,Right,20.0,20.016,-1.958
35717,2S,WW,Brown,Right,20.0,20.041,-2.017
35717,2S,EE,Brown,Right,20.0,20.091,-2.06
35717,2S,WW,Brown,Right,20.0,20.032,-2.072
35717,2S,EE,Brown,Right,20.0,20.041,-1.904
35717,2S,WW,Brown,Right,20.0,20.061,-1.942
35717,2S,EE,Brown,Right,20.0,20.108,-1.826
35717,2S,WW,Brown,Right,20.0,20.072,-1.855
35718,2S,EE,Brown,Right,20.0,20.004,-2.045
35718,2S,WW,Brown,Right,20.0,20.009,-2.141
35718,2S,EE,Brown,Right,20.0,20.046,-2.054
35718,2S,WW,Brown,Right,20.0,20.004,-2.112
35718,2S,EE,Brown,Right,20.0,20.031,-1.855
35718,2S,WW,Brown,Right,20.0,20.054,-1.948
35718,2S,EE,Brown,Right,20.0,20.101,-1.938
35718,2S,WW,Brown,Right,20.0,20.044,-1.983
35952,2S,EE,Brown,Right,20.0,20.075,-2.387
35952,2S,WW,Brown,Right,20.0,20.019,-2.392
35952,2S,EE,Brown,Right,20.0,20.008,-2.149
35952,2S,WW,Brown,Right,20.0,20.036,-2.153
35952,2S,EE,Brown,Right,20.0,20.077,-2.202
35952,2S,WW,Brown,Right,20.0,20.02,-2.277
35963,2S,EE,Brown,Right,20.0,20.007,-2.329
35963,2S,WW,Brown,Right,20.0,20.005,-2.286
35963,2S,EE,Brown,Right,20.0,20.027,-2.185
35963,2S,WW,Brown,Right,20.0,20.004,-2.104
35963,2S,EE,Brown,Right,20.0,20.003,-2.178
35963,2S,WW,Brown,Right,20.0,20.003,-2.159
35963,2S,EE,Brown,Right,20.0,20.012,-2.191
35963,2S,WW,Brown,Right,20.0,20.002,-2.164
36238,2S,EE,Brown,Right,20.0,20.005,-2.235
36238,2S,WW,Brown,Right,20.0,20.004,-2.262
36238,2S,EE,Brown,Right,20.0,20.014,-2.26
36238,2S,WW,Brown,Right,20.0,20.002,-2.223
36238,2S,EE,Brown,Right,20.0,20.004,-2.148
36238,2S,WW,Brown,Right,20.0,20.002,-2.073
36238,2S,EE,Brown,Right,20.0,20.01,-2.158
36238,2S,WW,Brown,Right,20.0,20.002,-2.134
36245,2S,WW,Brown,Right,20.0,20.004,-1.633
36245,2S,EE,Brown,Right,20.0,20.001,-2.064
36245,2S,WW,Brown,Right,20.0,20.003,-1.806
36245,2S,EE,Brown,Right,20.0,20.003,-1.683
36245,2S,WW,Brown,Right,20.0,20.002,-1.463
36245,2S,EE,Brown,Right,20.0,20.003,-1.847
36245,2S,WW,Brown,Right,20.0,20.002,-1.736
35500,PSP,EE,Brown,Right,20.0,20.049,-3.8
35500,PSP,WW,Brown,Right,20.0,20.046,-4.523
35500,PSP,EE,Brown,Right,20.0,20.09,-4.02
35500,PSP,WW,Brown,Right,20.0,20.03,-4.573
35500,PSP,EE,Brown,Right,20.0,20.033,-3.368
35500,PSP,WW,Brown,Right,20.0,20.105,-4.584
35500,PSP,EE,Brown,Right,20.0,20.104,-3.378
35500,PSP,WW,Brown,Right,20.0,20.091,-4.476
35501,PSP,EE,Brown,Right,20.0,20.037,-2.885
35501,PSP,WW,Brown,Right,20.0,20.099,-4.01
35501,PSP,EE,Brown,Right,20.0,20.104,-3.057
35501,PSP,WW,Brown,Right,20.0,20.082,-4.183
35501,PSP,EE,Brown,Right,20.0,20.015,-2.921
35501,PSP,WW,Brown,Right,20.0,20.073,-3.921
35501,PSP,EE,Brown,Right,20.0,20.089,-2.883
35501,PSP,WW,Brown,Right,20.0,20.069,-4.148
36696,PSS,EE,Brown,Right,20.0,20.051,-2.349
36696,PSS,WW,Brown,Right,20.0,20.027,-2.278
36696,PSS,EE,Brown,Right,20.0,20.075,-2.453
36696,PSS,WW,Brown,Right,20.0,20.013,-2.372
36696,PSS,EE,Brown,Right,20.0,20.005,-2.18
36696,PSS,WW,Brown,Right,20.0,20.006,-2.163
36696,PSS,EE,Brown,Right,20.0,20.038,-2.268
36696,PSS,WW,Brown,Right,20.0,20.006,-2.154
36697,PSS,WW,Brown,Right,20.0,20.003,-1.48
36697,PSS,EE,Brown,Right,20.0,20.003,-1.664
36697,PSS,WW,Brown,Right,20.0,20.002,-1.404
36697,PSS,EE,Brown,Right,20.0,20.021,-1.557
36697,PSS,WW,Brown,Right,20.0,20.002,-1.253
36697,PSS,EE,Brown,Right,20.0,20.026,-1.769
36697,PSS,WW,Brown,Right,20.0,20.001,-1.396
36246,2S,EE,Brown,Right,20.0,20.384,-2.019
36246,2S,WW,Brown,Right,20.0,20.595,-2.053
36246,2S,EE,Brown,Right,20.0,20.664,-2.149
36246,2S,WW,Brown,Right,20.0,20.657,-2.055
36246,2S,EE,Brown,Right,20.0,20.057,-1.878
36246,2S,WW,Brown,Right,20.0,20.075,-1.913
36246,2S,EE,Brown,Right,20.0,20.107,-1.948
36246,2S,WW,Brown,Right,20.0,20.055,-1.953
36706,2S,EE,Brown,Right,20.0,20.008,-2.17
36706,2S,WW,Brown,Right,20.0,20.037,-2.155
36706,2S,EE,Brown,Right,20.0,20.056,-2.236
36706,2S,WW,Brown,Right,20.0,20.038,-2.15
36706,2S,EE,Brown,Right,20.0,20.073,-2.064
36706,2S,WW,Brown,Right,20.0,20.049,-1.95
36795,2S,EE,Brown,Right,20.0,20.053,-2.318
36795,2S,WW,Brown,Right,20.0,20.082,-2.309
36795,2S,EE,Brown,Right,20.0,20.099,-2.35
36795,2S,WW,Brown,Right,20.0,20.089,-2.287
36795,2S,EE,Brown,Right,20.0,20.054,-2.14
36795,2S,WW,Brown,Right,20.0,20.064,-2.17
36795,2S,EE,Brown,Right,20.0,20.083,-2.186
36795,2S,WW,Brown,Right,20.0,20.077,-2.178
36796,2S,EE,Brown,Right,20.0,20.06,-1.983
36796,2S,WW,Brown,Right,20.0,20.07,-2.039
36796,2S,EE,Brown,Right,20.0,20.091,-2.077
36796,2S,WW,Brown,Right,20.0,20.079,-2.074
36796,2S,EE,Brown,Right,20.0,20.035,-1.911
36796,2S,WW,Brown,Right,20.0,20.042,-1.928
36796,2S,EE,Brown,Right,20.0,20.05,-1.891
36796,2S,WW,Brown,Right,20.0,20.058,-1.944
36797,2S,EE,Brown,Left,20.0,20.033,-2.36
36797,2S,WW,Brown,Right,20.0,20.03,-2.359
36797,2S,EE,Brown,Right,20.0,20.02,-2.446
36797,2S,WW,Brown,Right,20.0,20.038,-2.426
36797,2S,EE,Brown,Right,20.0,20.043,-2.172
36797,2S,WW,Brown,Right,20.0,20.022,-2.237
36797,2S,EE,Brown,Right,20.0,20.038,-2.27
36797,2S,WW,Brown,Left,20.0,20.04,-2.244
37087,2S,EE,Brown,Right,20.0,20.206,-2.165
37087,2S,WW,Brown,Right,20.0,20.197,-2.248
37087,2S,EE,Brown,Right,20.0,20.093,-2.219
37087,2S,WW,Brown,Right,20.0,20.108,-2.18
37087,2S,EE,Brown,Right,20.0,20.13,-2.003
37087,2S,WW,Brown,Left,20.0,20.096,-2.111
37087,2S,EE,Brown,Right,20.0,20.088,-2.099
37087,2S,WW,Brown,Right,20.0,20.06,-2.114
37088,2S,EE,Brown,Right,20.0,20.05,-1.818
37088,2S,WW,Brown,Right,20.0,20.044,-1.974
37088,2S,EE,Brown,Right,20.0,20.067,-2.08
37088,2S,WW,Brown,Right,20.0,20.062,-2.052
37088,2S,EE,Brown,Right,20.0,20.074,-1.77
37088,2S,WW,Brown,Right,20.0,20.081,-1.766
37088,2S,EE,Brown,Right,20.0,20.1,-1.749
37398,PSS,EE,Brown,Left,20.0,20.082,-2.293
37398,PSS,WW,Brown,Right,20.0,20.056,-2.299
37398,PSS,EE,Brown,Right,20.0,20.044,-2.316
37398,PSS,WW,Brown,Right,20.0,20.046,-2.285
37398,PSS,EE,Brown,Right,20.0,20.061,-2.266
