batch_number,Type,Orientation,PART_ID,PART_NAME_LABEL,ISURF_PAMPR,S0_CMSEC,VFB_ACC_V,VFB_INV_V,KIND_OF_HM_FLUTE_ID,KIND_OF_HM_STRUCT_ID,KIND_OF_HM_CONFIG_ID,KIND_OF_HM_SET_ID,PROCEDURE_TYPE,EQUIPMENT,WAITING_TIME_S,TEMP_SET_DEGC,AV_TEMP_DEGC,FILE_NAME,Location
34359,2S,WW,44855,34359_012_2-S_HM_WW,5.355,0.852,-2.316,-2.111,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.018,Test_HPK_VPX34359_012_2-S_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_02_10_2021_07_19_46_PM.txt,Brown
34359,2S,EE,44874,34359_017_2-S_HM_EE,5.815,0.927,-2.34,-2.149,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.006,Test_HPK_VPX34359_017_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_02_10_2021_05_16_41_PM.txt,Brown
34359,2S,WW,44877,34359_017_2-S_HM_WW,6.272,1.0,-2.351,-2.149,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.002,Test_HPK_VPX34359_017_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_10_2021_06_25_03_PM.txt,Brown
34359,2S,EE,44878,34359_018_2-S_HM_EE,5.833,0.93,-2.341,-2.156,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.002,Test_HPK_VPX34359_018_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_02_10_2021_08_54_30_PM.txt,Brown
34359,2S,WW,44891,34359_018_2-S_HM_WW,6.263,0.998,-2.359,-2.166,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.003,Test_HPK_VPX34359_018_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_10_2021_10_02_50_PM.txt,Brown
34359,2S,EE,44892,34359_019_2-S_HM_EE,5.758,0.918,-2.352,-2.155,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.006,Test_HPK_VPX34359_019_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_02_10_2021_11_11_02_PM.txt,Brown
34359,2S,WW,44895,34359_019_2-S_HM_WW,6.299,1.004,-2.368,-2.175,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.002,Test_HPK_VPX34359_019_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_11_2021_12_18_52_AM.txt,Brown
34359,2S,EE,44918,34359_023_2-S_HM_EE,5.77,0.92,-2.357,-2.167,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.002,Test_HPK_VPX34359_023_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_02_11_2021_01_17_43_PM.txt,Brown
34359,2S,WW,44931,34359_023_2-S_HM_WW,6.021,0.96,-2.353,-2.182,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.004,Test_HPK_VPX34359_023_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_11_2021_02_25_54_PM.txt,Brown
34359,2S,EE,44932,34359_024_2-S_HM_EE,5.806,0.925,-2.352,-2.162,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.009,Test_HPK_VPX34359_024_2-S_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_02_11_2021_03_34_04_PM.txt,Brown
34359,2S,WW,44935,34359_024_2-S_HM_WW,6.196,0.988,-2.36,-2.165,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.003,Test_HPK_VPX34359_024_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_11_2021_04_42_19_PM.txt,Brown
34359,2S,EE,44954,34359_030_2-S_HM_EE,4.922,0.785,-2.173,-1.965,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.004,Test_HPK_VPX34359_030_2-S_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_02_12_2021_04_23_38_PM.txt,Brown
34359,2S,WW,44957,34359_030_2-S_HM_WW,5.478,0.873,-2.136,-1.961,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.003,Test_HPK_VPX34359_030_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_11_2021_08_37_37_PM.txt,Brown
34359,2S,EE,44958,34359_034_2-S_HM_EE,5.044,0.803,-2.16,-1.954,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.011,Test_HPK_VPX34359_034_2-S_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_02_12_2021_04_59_51_PM.txt,Brown
34359,2S,WW,44971,34359_034_2-S_HM_WW,4.886,0.778,-2.158,-1.95,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.01,20.0,20.014,Test_HPK_VPX34359_034_2-S_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_02_12_2021_05_32_00_PM.txt,Brown
34359,2S,EE,44990,34359_040_2-S_HM_EE,5.087,0.811,-2.234,-2.032,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 1,0.01,20.0,20.003,Test_HPK_VPX34359_040_2-S_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_02_16_2021_03_06_32_PM.txt,Brown
34359,2S,WW,44993,34359_040_2-S_HM_WW,5.544,0.884,-2.206,-2.039,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.005,Test_HPK_VPX34359_040_2-S_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_02_15_2021_12_54_34_PM.txt,Brown
34359,2S,EE,45016,34359_049_2-S_HM_EE,5.375,0.856,-2.278,-2.067,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 3,0.01,20.0,20.009,Test_HPK_VPX34359_049_2-S_HM_EE_East_North_PQC4_GCD_GCD05_IV_Run01_02_16_2021_03_26_41_PM.txt,Brown
34359,2S,WW,45019,34359_049_2-S_HM_WW,5.225,0.833,-2.243,-2.051,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 4,0.01,20.0,20.006,Test_HPK_VPX34359_049_2-S_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_02_16_2021_03_42_29_PM.txt,Brown
34341,PSS,EE,45030,34341_001_PSS_HM_EE,6.799,1.078,-2.743,-2.573,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.065,Test_HPK_VPX34341_001_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_16_2020_08_09_46_PM.txt,Brown
34341,PSS,WW,45035,34341_001_PSS_HM_WW,6.742,1.073,-2.57,-2.413,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.018,Test_HPK_VPX34341_001_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_16_2020_09_18_13_PM.txt,Brown
34341,PSS,EE,45036,34341_002_PSS_HM_EE,6.591,1.051,-2.737,-2.574,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.002,Test_HPK_VPX34341_002_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_16_2020_05_52_49_PM.txt,Brown
34341,PSS,WW,45051,34341_002_PSS_HM_WW,6.606,1.053,-2.622,-2.432,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.006,Test_HPK_VPX34341_002_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_16_2020_07_01_27_PM.txt,Brown
34341,PSS,EE,45052,34341_003_PSS_HM_EE,6.681,1.063,-2.732,-2.562,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.023,Test_HPK_VPX34341_003_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_17_2020_07_04_18_PM.txt,Brown
34341,PSS,WW,45057,34341_003_PSS_HM_WW,6.771,1.074,-2.611,-2.457,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.054,Test_HPK_VPX34341_003_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_17_2020_08_12_26_PM.txt,Brown
34341,PSS,EE,45058,34341_004_PSS_HM_EE,6.787,1.073,-2.756,-2.596,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.102,Test_HPK_VPX34341_004_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_17_2020_09_21_08_PM.txt,Brown
34341,PSS,WW,45073,34341_004_PSS_HM_WW,6.837,1.086,-2.623,-2.456,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.042,Test_HPK_VPX34341_004_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_17_2020_10_29_32_PM.txt,Brown
34341,PSS,EE,45074,34341_005_PSS_HM_EE,6.765,1.077,-2.73,-2.558,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.013,Test_HPK_VPX34341_005_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_18_2020_02_26_07_PM.txt,Brown
34341,PSS,WW,45079,34341_005_PSS_HM_WW,6.902,1.096,-2.597,-2.425,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.049,Test_HPK_VPX34341_005_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_18_2020_03_34_28_PM.txt,Brown
34341,PSS,EE,45490,34341_006_PSS_HM_EE,6.93,1.095,-2.719,-2.539,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.099,Test_HPK_VPX34341_006_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_18_2020_04_42_56_PM.txt,Brown
34341,PSS,WW,45495,34341_006_PSS_HM_WW,6.929,1.1,-2.589,-2.395,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.044,Test_HPK_VPX34341_006_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_18_2020_05_51_01_PM.txt,Brown
34341,PSS,EE,45496,34341_007_PSS_HM_EE,6.824,1.086,-2.747,-2.563,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.016,Test_HPK_VPX34341_007_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_18_2020_08_09_05_PM.txt,Brown
34341,PSS,WW,45511,34341_007_PSS_HM_WW,6.798,1.079,-2.596,-2.405,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.047,Test_HPK_VPX34341_007_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_18_2020_09_17_31_PM.txt,Brown
34341,PSS,EE,45512,34341_008_PSS_HM_EE,6.954,1.1,-2.732,-2.557,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.093,Test_HPK_VPX34341_008_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_18_2020_10_25_55_PM.txt,Brown
34341,PSS,WW,45517,34341_008_PSS_HM_WW,7.075,1.125,-2.592,-2.395,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.034,Test_HPK_VPX34341_008_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_18_2020_11_34_33_PM.txt,Brown
34341,PSS,EE,45556,34341_013_PSS_HM_EE,7.023,1.119,-2.784,-2.597,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.006,Test_HPK_VPX34341_013_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_23_2020_07_12_52_PM.txt,Brown
34341,PSS,WW,45571,34341_013_PSS_HM_WW,7.131,1.134,-2.644,-2.473,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.028,Test_HPK_VPX34341_013_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_23_2020_08_21_09_PM.txt,Brown
34341,PSS,EE,45572,34341_014_PSS_HM_EE,7.06,1.118,-2.789,-2.587,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.077,Test_HPK_VPX34341_014_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_23_2020_09_29_42_PM.txt,Brown
34341,PSS,WW,45577,34341_014_PSS_HM_WW,7.068,1.125,-2.644,-2.464,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.022,Test_HPK_VPX34341_014_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_23_2020_10_38_22_PM.txt,Brown
34341,PSS,EE,45632,34341_019_PSS_HM_EE,7.178,1.142,-2.778,-2.596,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.021,Test_HPK_VPX34341_019_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_19_2020_02_01_20_PM.txt,Brown
34341,PSS,WW,45637,34341_019_PSS_HM_WW,6.654,1.051,-2.768,-2.577,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.108,Test_HPK_VPX34341_019_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_11_19_2020_06_36_48_PM.txt,Brown
34341,PSS,EE,45638,34341_020_PSS_HM_EE,7.233,1.143,-2.819,-2.663,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.106,Test_HPK_VPX34341_020_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_19_2020_04_17_33_PM.txt,Brown
34341,PSS,WW,45653,34341_020_PSS_HM_WW,6.726,1.067,-2.691,-2.521,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.058,Test_HPK_VPX34341_020_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_19_2020_05_21_13_PM.txt,Brown
34341,PSS,EE,45676,34341_024_PSS_HM_EE,7.236,1.153,-2.788,-2.611,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.005,Test_HPK_VPX34341_024_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_25_2020_01_36_42_PM.txt,Brown
34341,PSS,WW,45691,34341_024_PSS_HM_WW,7.225,1.149,-2.645,-2.47,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.029,Test_HPK_VPX34341_024_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_25_2020_02_44_45_PM.txt,Brown
34341,PSS,EE,45692,34341_026_PSS_HM_EE,5.825,0.922,-2.64,-2.453,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.083,Test_HPK_VPX34341_026_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_25_2020_03_52_58_PM.txt,Brown
34341,PSS,WW,45697,34341_026_PSS_HM_WW,5.883,0.935,-2.513,-2.357,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.034,Test_HPK_VPX34341_026_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_25_2020_04_58_22_PM.txt,Brown
34341,PSS,EE,45736,34341_031_PSS_HM_EE,6.064,0.966,-2.55,-2.398,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.006,Test_HPK_VPX34341_031_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_24_2020_08_08_07_PM.txt,Brown
34341,PSS,WW,45751,34341_031_PSS_HM_WW,6.22,0.99,-2.513,-2.359,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.016,Test_HPK_VPX34341_031_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_24_2020_09_16_41_PM.txt,Brown
34341,PSS,EE,45752,34341_032_PSS_HM_EE,6.091,0.966,-2.546,-2.377,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.066,Test_HPK_VPX34341_032_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_24_2020_10_25_02_PM.txt,Brown
34341,PSS,WW,45757,34341_032_PSS_HM_WW,6.201,0.988,-2.504,-2.358,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.011,Test_HPK_VPX34341_032_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_24_2020_11_33_34_PM.txt,Brown
34341,PSS,EE,45790,34341_035_PSS_HM_EE,6.158,0.98,-2.595,-2.417,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.016,Test_HPK_VPX34341_035_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_20_2020_07_45_02_PM.txt,Brown
34341,PSS,WW,45795,34341_035_PSS_HM_WW,6.089,0.967,-2.556,-2.374,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.048,Test_HPK_VPX34341_035_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_20_2020_08_53_00_PM.txt,Brown
34341,PSS,EE,45796,34341_036_PSS_HM_EE,6.226,0.985,-2.604,-2.414,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.089,Test_HPK_VPX34341_036_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_20_2020_10_01_29_PM.txt,Brown
34341,PSS,WW,45811,34341_036_PSS_HM_WW,6.264,0.996,-2.545,-2.365,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.029,Test_HPK_VPX34341_036_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_20_2020_11_10_09_PM.txt,Brown
34341,PSS,EE,45818,34341_038_PSS_HM_EE,6.278,0.997,-2.566,-2.397,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.041,Test_HPK_VPX34341_038_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_19_2020_08_16_38_PM.txt,Brown
34341,PSS,WW,45833,34341_038_PSS_HM_WW,6.457,1.024,-2.49,-2.332,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.057,Test_HPK_VPX34341_038_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_19_2020_09_25_00_PM.txt,Brown
34341,PSS,EE,45834,34341_040_PSS_HM_EE,6.343,1.002,-2.616,-2.443,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.103,Test_HPK_VPX34341_040_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_19_2020_10_33_22_PM.txt,Brown
34341,PSS,WW,45839,34341_040_PSS_HM_WW,6.488,1.03,-2.53,-2.372,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.045,Test_HPK_VPX34341_040_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_11_19_2020_11_41_27_PM.txt,Brown
34343,PSS,EE,45950,34343_001_PSS_HM_EE,6.243,0.995,-2.448,-2.283,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.006,Test_HPK_VPX34343_001_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_03_2020_01_57_19_PM.txt,Brown
34343,PSS,WW,45955,34343_001_PSS_HM_WW,6.69,1.065,-2.49,-2.293,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.015,Test_HPK_VPX34343_001_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_03_2020_03_05_41_PM.txt,Brown
34343,PSS,EE,45956,34343_002_PSS_HM_EE,6.325,1.002,-2.445,-2.257,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.068,Test_HPK_VPX34343_002_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_03_2020_04_14_05_PM.txt,Brown
34343,PSS,WW,45971,34343_002_PSS_HM_WW,6.827,1.087,-2.452,-2.262,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.015,Test_HPK_VPX34343_002_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_03_2020_05_22_35_PM.txt,Brown
34343,PSS,EE,45972,34343_004_PSS_HM_EE,6.385,1.013,-2.422,-2.232,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.059,Test_HPK_VPX34343_004_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_02_2020_08_39_40_PM.txt,Brown
34343,PSS,WW,45977,34343_004_PSS_HM_WW,6.917,1.102,-2.447,-2.261,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.012,Test_HPK_VPX34343_004_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_02_2020_09_48_02_PM.txt,Brown
34343,PSS,EE,45978,34343_005_PSS_HM_EE,6.517,1.039,-2.436,-2.259,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.004,Test_HPK_VPX34343_005_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_02_2020_06_23_08_PM.txt,Brown
34343,PSS,WW,45993,34343_005_PSS_HM_WW,6.931,1.104,-2.463,-2.275,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.012,Test_HPK_VPX34343_005_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_02_2020_07_31_26_PM.txt,Brown
34343,PSS,EE,46054,34343_011_PSS_HM_EE,6.646,1.059,-2.416,-2.21,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.002,Test_HPK_VPX34343_011_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_04_2020_04_35_57_PM.txt,Brown
34343,PSS,WW,46059,34343_011_PSS_HM_WW,7.095,1.131,-2.477,-2.281,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.004,Test_HPK_VPX34343_011_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_04_2020_05_44_27_PM.txt,Brown
34343,PSS,EE,46070,34343_012_PSS_HM_EE,6.688,1.061,-2.414,-2.221,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.054,Test_HPK_VPX34343_012_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_04_2020_06_52_47_PM.txt,Brown
34343,PSS,WW,46075,34343_012_PSS_HM_WW,7.254,1.153,-2.457,-2.279,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.035,Test_HPK_VPX34343_012_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_04_2020_08_01_23_PM.txt,Brown
34343,PSS,EE,46098,34343_015_PSS_HM_EE,6.685,1.065,-2.454,-2.252,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.004,Test_HPK_VPX34343_015_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_01_2020_07_40_20_PM.txt,Brown
34343,PSS,WW,46113,34343_015_PSS_HM_WW,7.201,1.147,-2.53,-2.314,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 2,0.01,20.0,20.013,Test_HPK_VPX34343_015_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_01_2020_08_48_50_PM.txt,Brown
34343,PSS,EE,46114,34343_016_PSS_HM_EE,6.706,1.064,-2.535,-2.351,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.057,Test_HPK_VPX34343_016_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_01_2020_09_57_28_PM.txt,Brown
34343,PSS,WW,46119,34343_016_PSS_HM_WW,6.928,1.104,-2.553,-2.372,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.008,Test_HPK_VPX34343_016_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_01_2020_11_05_56_PM.txt,Brown
34343,PSS,EE,46174,34343_021_PSS_HM_EE,6.918,1.099,-2.502,-2.29,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.036,Test_HPK_VPX34343_021_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_07_2020_01_38_50_PM.txt,Brown
34343,PSS,WW,46179,34343_021_PSS_HM_WW,6.496,1.03,-2.53,-2.319,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.066,Test_HPK_VPX34343_021_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_12_08_2020_03_21_13_PM.txt,Brown
34343,PSS,EE,46190,34343_022_PSS_HM_EE,6.959,1.098,-2.495,-2.289,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.119,Test_HPK_VPX34343_022_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_12_07_2020_03_54_09_PM.txt,Brown
34343,PSS,WW,46195,34343_022_PSS_HM_WW,7.341,1.164,-2.526,-2.329,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 4,0.01,20.0,20.063,Test_HPK_VPX34343_022_PSS_HM_WW_West_North_PQC4_GCD_GCD05_IV_Run01_12_07_2020_05_02_33_PM.txt,Brown
34343,PSS,EE,46218,34343_025_PSS_HM_EE,5.552,0.884,-2.295,-2.108,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 1,0.01,20.0,20.012,Test_HPK_VPX34343_025_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_30_2020_08_16_01_PM.txt,Brown
34343,PSS,WW,46233,34343_025_PSS_HM_WW,5.207,0.827,-2.323,-2.138,PQC4,GCD05,Not Used,Left,GCD,PQC_HM_POSITION 2,0.01,20.0,20.05,Test_HPK_VPX34343_025_PSS_HM_WW_West_South_PQC4_GCD_GCD05_IV_Run01_12_01_2020_05_56_28_PM.txt,Brown
34343,PSS,EE,46234,34343_026_PSS_HM_EE,5.761,0.913,-2.327,-2.131,PQC4,GCD05,Not Used,Right,GCD,PQC_HM_POSITION 3,0.01,20.0,20.069,Test_HPK_VPX34343_026_PSS_HM_EE_East_South_PQC4_GCD_GCD05_IV_Run01_11_30_2020_10_32_40_PM.txt,Brown
